citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
fundamental-limitation-of-semantic-communications-neural-estimation-for-rate-distortion-2023,2023,Fundamental Limitation of Semantic Communications: Neural Estimation for Rate-Distortion,Dongxu Li; Jianhao Huang; Chuan Huang; Xiaoqi Qin; Han Zhang; Ping Zhang,Journal of Communications and Information Networks,article,10.23919/jcin.2023.10387242,,,https://doi.org/10.23919/jcin.2023.10387242,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,10,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2023_Li_Fundamental_Limitation_of_Semantic_Communications_Neural_Estimation_for_Rate_Distortion.pdf,downloaded,https://arxiv.org/pdf/2401.01176,cb0f1a8a8123022a0aeff53d8b82cddfbf1e23bf3810348a334d242953ca7878,31,fulltext_evidence_extracted,
how-to-define-the-propagation-environment-semantics-and-its-application-in-scatterer-based-beam-prediction-2023,2023,How to Define the Propagation Environment Semantics and Its Application in Scatterer-Based Beam Prediction,Yutong Sun; Jianhua Zhang; Li Yu; Zhen Zhang; Ping Zhang,IEEE Wireless Communications Letters,article,10.1109/lwc.2023.3237827,https://openalex.org/W4317384990,"In view of the propagation environment directly determining the channel properties, the applications can also be solved with the aid of environmental information. Inspired by task-oriented semantic communication and machine learning (ML) powered environment-channel mapping methods, we aim to provide a new view of the environment from the semantic level. This letter defines propagation environment semantics (PES) as a limited set of propagation environment semantic symbols (PESS). The PESS is extracted, which is oriented to the application tasks with concerned channel properties as a foundation. For method validation, the PES-aided beam prediction (PESaBP) is investigated and implemented for non-line-of-sight (NLOS) scenarios. Environment features and graph representations are constructed for actions of channel quality evaluation and target scatterer detection with maximum power. It can obtain 0.92 and 0.9 precision, respectively, and save over 87% of the time cost.",https://doi.org/10.1109/lwc.2023.3237827,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,17,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Sun_How_to_Define_the_Propagation_Environment_Semantics_and_Its_Application_in_Scatterer_Based.pdf,downloaded,https://arxiv.org/pdf/2209.08245,e07091203dd52191d1c1667860bf7b0d53550944f2730d6a7778eb7ae518e453,5,fulltext_evidence_extracted,
iscom-interest-aware-semantic-communication-scheme-for-point-cloud-video-streaming-on-metaverse-xr-devices-2023,2023,ISCom: Interest-Aware Semantic Communication Scheme for Point Cloud Video Streaming on Metaverse XR Devices,Yakun Huang; Boyuan Bai; Yuanwei Zhu; Xiuquan Qiao; Xiang Su; Lei Yang; Ping Zhang,IEEE Journal on Selected Areas in Communications,article,10.1109/jsac.2023.3345430,https://openalex.org/W4390097260,"In the metaverse era, point cloud video (PCV) streaming on mobile XR devices is pivotal. While most current methods focus on PCV compression from traditional 3-DoF video services, emerging AI techniques extract vital semantic information, producing content resembling the original. However, these are early-stage and computationally intensive. To enhance the inference efficacy of AI-based approaches, accommodate dynamic environments, and facilitate applicability to metaverse XR devices, we present ISCom, an interest-aware semantic communication scheme for lightweight PCV streaming. ISCom is featured with a region-of-interest (ROI) selection module, a lightweight encoder-decoder training module, and a learning-based scheduler to achieve real-time PCV decoding and rendering on resource-constrained devices. ISCom’s dual-stage ROI selection provides significantly reduces data volume according to real-time interest. The lightweight PCV encoder-decoder training is tailored to resource-constrained devices and adapts to the heterogeneous computing capabilities of devices. Furthermore, We provide a deep reinforcement learning (DRL)-based scheduler to select optimal encoder-decoder model for various devices adaptivelly, considering the dynamic network environments and device computing capabilities. Our extensive experiments demonstrate that ISCom outperforms baselines on mobile devices, achieving a minimum rendering frame rate improvement of 10 FPS and up to 22 FPS. Furthermore, our method significantly reduces memory usage by 41.7% compared to the state-of-the-art AITransfer method. These results highlight the effectiveness of ISCom in enabling lightweight PCV streaming and its potential to improve immersive experiences for emerging metaverse application.",https://doi.org/10.1109/jsac.2023.3345430,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Norwegian University of Science and Technology; China Mobile (China),25,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Huang_ISCom_Interest_Aware_Semantic_Communication_Scheme_for_Point_Cloud_Video_Streaming_on_Meta.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\ISCom_Interest-Aware_Semantic_Communication_Scheme_for_Point_Cloud_Video_Streaming_on_Metaverse_XR_Devices.pdf,1016a80369dd2ba87b4929da4b509a3685579f6f5e36ec0e74264c2a4349e52d,19,fulltext_evidence_extracted,
improved-nonlinear-transform-source-channel-coding-to-catalyze-semantic-communications-2023,2023,Improved Nonlinear Transform Source-Channel Coding to Catalyze Semantic Communications,Sixian Wang; Jincheng Dai; Xiaoqi Qin; Zhongwei Si; Kai Niu; Ping Zhang,IEEE Journal of Selected Topics in Signal Processing,article,10.1109/jstsp.2023.3304140,https://openalex.org/W4385731907,"Recent deep learning methods have led to increased interest in solving high-efficiency end-to-end transmission problems. These methods, we call <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">nonlinear transform source-channel coding (NTSCC)</i> , extract the semantic latent features of source signal, and learn entropy model to guide the joint source-channel coding with variable rate to transmit latent features over wireless channels. In this article, we propose a comprehensive framework for improving NTSCC, thereby higher system coding gain, better model compatibility, more flexible adaptation strategy aligned with semantic guidance are all achieved. This new sophisticated NTSCC model is now ready to support large-size data interaction in emerging XR, which catalyzes the application of semantic communications. Specifically, we propose three useful improvement approaches. First, we introduce a contextual entropy model to better capture the spatial correlations among the semantic latent features, thereby more accurate rate allocation and contextual joint source-channel coding method are developed accordingly to enable higher coding gain. On that basis, we further propose a response network architecture to formulate <italic xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">compatible</i> NTSCC, i.e., once-learned model supports various bandwidth ratios and channel states that benefits practical deployment greatly. Following this, we propose an online latent feature editing mechanism to enable more flexible coding rate allocation aligned with some specific semantic guidance. By comprehensively applying the above three improvement methods for NTSCC, a deployment-friendly semantic coded transmission system stands out finally. Our improved NTSCC system has been experimentally verified to achieve a better rate-distortion efficiency versus the state-of-the-art engineered VTM + 5G LDPC coded transmission system with lower processing latency.",https://doi.org/10.1109/jstsp.2023.3304140,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications,33,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Wang_Improved_Nonlinear_Transform_Source_Channel_Coding_to_Catalyze_Semantic_Communications.pdf,downloaded,reused local corpus: controllable-semantic-communications\papers\2023_Wang_Improved_NTSCC_Catalyze_Semantic_Communications.pdf,bdeb9bd2d1eaaebb6d426df784cf537b7a43df3e51c30647fb21a7da6bf183b3,16,fulltext_evidence_extracted,
knowledge-enhanced-semantic-communication-system-with-ofdm-transmissions-2023,2023,Knowledge-enhanced semantic communication system with OFDM transmissions,Xiaodong Xu; Huachao Xiong; Yining Wang; Yue Che; Shujun Han; Bizhu Wang; Ping Zhang,Science China Information Sciences,article,10.1007/s11432-022-3624-4,https://openalex.org/W4381948937,,https://doi.org/10.1007/s11432-022-3624-4,direct,指定团队负责人直接署名：Ping Zhang,Peng Cheng Laboratory; Beijing University of Posts and Telecommunications,38,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Xu_Knowledge_enhanced_semantic_communication_system_with_OFDM_transmissions.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Knowledge_enhanced_semantic_communication_system_with_OFDM_transmissions.pdf,0539339c1b9a7cefd227cab3c86eeb2d55546f18930bb579c2da8623845bd7ab,17,fulltext_evidence_extracted,
learned-image-transmission-toward-machine-type-semantic-communications-2023,2023,Learned Image Transmission Toward Machine-Type Semantic Communications,Kailin Tan; Jincheng Dai; Sixian Wang; Ke Yang; Kai Niu,,article,10.1109/pimrc56721.2023.10294032,https://openalex.org/W4388076030,"Humans tend to focus on only a few regions of interest (ROI) rather than perceiving the entire scene. This insight is also useful for machine tasks. Built upon the properties of ROI, in this paper, we propose a learned image transmission framework toward machine tasks, which ensures both the image reconstruction quality and the task accuracy. The whole system is optimized under a tripartite RDA tradeoff across the channel bandwidth cost (rate, R), the signal reconstruction quality (distortion, D), and the machine task performance (accuracy, A). According to the image content complexity distribution and the specific task, we incorporate both the entropy model and the ROI map to guide the source-channel coding rate allocation. As a result, we obtain the system coding gain. During this process, we develop two types of real-time ROI generation methods, suitable for high and low bandwidth cost regions, respectively. Experimental results show that our approach vastly outperforms state-of-the-art engineered image transmission methods and emerging image transmission methods. Moreover, we conduct an extensive ablation study to demonstrate the importance of individual components in our method, by which we expect to facilitate future research on this novel approach for machine-type semantic communications.",https://doi.org/10.1109/pimrc56721.2023.10294032,direct,指定团队负责人直接署名：Kai Niu,Beijing University of Posts and Telecommunications; State Key Laboratory of Networking and Switching Technology,3,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Tan_Learned_Image_Transmission_Toward_Machine_Type_Semantic_Communications.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Learned_Image_Transmission_Toward_Machine-Type_Semantic_Communications.pdf,1b4d838e1faffcad337d64eefb86b2624501c430e5a6a8b0761c07cec88de228,6,fulltext_evidence_extracted,
learned-source-and-channel-coding-for-talking-head-semantic-transmission-2023,2023,Learned Source and Channel Coding for Talking-Head Semantic Transmission,Weijie Yue; Jincheng Dai; Sixian Wang; Zhongwei Si; Kai Niu,,article,10.1109/wcnc55385.2023.10118851,https://openalex.org/W4376478308,"How to efficiently transmit a special video over wireless channels? While the established systems work by combining H.26x video coding and 5G LDPC channel coding, its end-to-end transmission efficiency is still far away from the extreme for video sources in a specific domain. In this paper, we seek to design a special semantic communication system tailored for transmitting video calling streams over the wireless channels. Inspired by the recent progress in talking-head animation, we propose a talking- head semantic transmission (THST) system, which can efficiently transmit motion keypoint representation as compact semantic information to drive the free-view talk-heading synthesis at the receiver. Since the motion semantic key points are correlated, our THST system learns a nonlinear analysis transform to map the key points across multiple frames into latent space, then transmits the latent hyper semantic representation to the receiver via deep joint source-channel coding. Our system incorporates a latent prior to estimate the importance diversity on the semantic key points, accordingly, we realize variable rate joint source-channel coding to obtain system level coding gain. Extensive experimental validation shows that our THST system outperforms engineered competing systems on benchmark datasets. Moreover, due to the system level joint source and channel design, our method provides much more robust performance over noisy channels with only 33% bandwidth cost versus the current talking-head compression combined with 5G LDPC coded transmission systems.",https://doi.org/10.1109/wcnc55385.2023.10118851,direct,指定团队负责人直接署名：Kai Niu,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,7,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Yue_Learned_Source_and_Channel_Coding_for_Talking_Head_Semantic_Transmission.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Learned_Source_and_Channel_Coding_for_Talking-Head_Semantic_Transmission.pdf,fdcb293aa34f14835bea023fe78fca753caa0a83ee1a742fa5b4270d2a251308,6,fulltext_evidence_extracted,
model-division-multiple-access-for-semantic-communications-2023,2023,Model division multiple access for semantic communications,Ping Zhang; Xiaodong Xu; Chen Dong; Kai Niu; Haotai Liang; Zijian Liang; Xiaoqi Qin; Mengying Sun; Hao Chen; Nan Ma; Wenjun Xu; Guangyu Wang; Xiaofeng Tao,Frontiers of Information Technology & Electronic Engineering,article,10.1631/fitee.2300196,https://openalex.org/W4379157732,"In a multi-user system, system resources should be allocated to different users. In traditional communication systems, system resources generally include time, frequency, space, and power, so multiple access technologies such as time division multiple access (TDMA), frequency division multiple access (FDMA), space division multiple access (SDMA), code division multiple access (CDMA), and non-orthogonal multiple access (NOMA) are widely used. In semantic communication, which is considered a new paradigm of the next-generation communication system, we extract high-dimensional features from signal sources in a model-based artificial intelligence approach from a semantic perspective and construct a model information space for signal sources and channel features. From the high-dimensional semantic space, we excavate the shared and personalized information of semantic information and propose a novel multiple access technology, named model division multiple access (MDMA), which is based on the resource of the semantic domain. From the perspective of information theory, we prove that MDMA can attain more performance gains than traditional multiple access technologies. Simulation results show that MDMA saves more bandwidth resources than traditional multiple access technologies, and that MDMA has at least a 5-dB advantage over NOMA in the additive white Gaussian noise (AWGN) channel under the low signal-to-noise (SNR) condition.",https://doi.org/10.1631/fitee.2300196,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,54,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Zhang_Model_division_multiple_access_for_semantic_communications.pdf,downloaded,https://link.springer.com/content/pdf/10.1631/FITEE.2300196.pdf,7df08af503ca938ed83a37a0054083176eb4fc18fa5f0813c5f68993b39c53e3,12,fulltext_evidence_extracted,
non-orthogonal-multiple-access-enhanced-multi-user-semantic-communication-2023,2023,Non-Orthogonal Multiple Access Enhanced Multi-User Semantic Communication,Weizhi Li; Haotai Liang; Chen Dong; Xiaodong Xu; Ping Zhang; Kaijun Liu,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2023.3306852,https://openalex.org/W4386025812,"Semantic communication has served as a novel paradigm and attracted a broad interest from researchers. One critical aspect of it is the multi-user semantic communication theory, which can further enhance its application for the practical network environment. While most existing works have focused on the design of end-to-end single-user semantic transmission, a novel non-orthogonal multiple access (NOMA)-based multi-user semantic communication system named NOMASC is proposed in this study. The proposed system can support semantic transmission of multiple users with diverse modalities of source information. To avoid high demand for the hardware, an asymmetric quantizer is employed at the end of the semantic encoder for discretizing the continuous full-resolution semantic feature. In addition, a neural network model is used for mapping the discrete feature into self-learned symbols and accomplishing intelligent multi-user detection (MUD) at the receiver side. Simulation results demonstrate that the proposed system attains sound performance in non-orthogonal transmission of multiple user signals and outperforms the other methods, particularly with low-to-medium signal-to-noise ratios (SNRs). Moreover, it has shown high robustness under various simulation settings and mismatched testing scenarios.",https://doi.org/10.1109/tccn.2023.3306852,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,61,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Li_Non_Orthogonal_Multiple_Access_Enhanced_Multi_User_Semantic_Communication.pdf,downloaded,https://arxiv.org/pdf/2303.06597,183a0412a4193f0461bb178b999456ccdedb66165e18466ca4c2344cdff474b9,16,fulltext_evidence_extracted,
scalable-multi-task-semantic-communication-system-with-feature-importance-ranking-2023,2023,Scalable Multi-Task Semantic Communication System with Feature Importance Ranking,Jiangjing Hu; Fengyu Wang; Wenjun Xu; Hui Gao; Ping Zhang,,article,10.1109/icassp49357.2023.10095672,https://openalex.org/W4375869255,"Semantic communications are expected to be an innovative solution to the emerging intelligent applications in the era of connected intelligence. In this paper, a novel scalable multi-task semantic communication system with feature importance ranking (SMSC-FIR) is explored. Firstly, the multi-task correlations are investigated by a joint semantic encoder to extract relevant features. Then, a new scalable coding method is proposed based on feature importance ranking, which dynamically adjusts the coding rate and guarantees that important features for semantic tasks are transmitted with higher priority. Simulation results show that SMSC-FIR achieves performance gain w.r.t. individual intelligent tasks, especially in the low SNR regime.",https://doi.org/10.1109/icassp49357.2023.10095672,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,27,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Hu_Scalable_Multi_Task_Semantic_Communication_System_with_Feature_Importance_Ranking.pdf,downloaded,https://arxiv.org/pdf/2304.05882,705ae1d90ca09b400e6dea5c2dc57ee3ff16c86a7a05f5140a07b881e35437d4,5,fulltext_evidence_extracted,
